Tweet,Target,Stance,Tweet Id
"@cnn the COVID vaccine made from the spikes seems to make the most sense to me. I heard an interview with a woman who had concented to this and it seemed to be working well. In the end, if we (as a human race) moved forward from the Spanish Flu, then we will survive.",fauci,FAVOR,1294319497504071680
"@drdavidsamadi @realDonaldTrump Were we really ever in a “Pandemic”? 
China seemed back to “Normal,” in just a few weeks.
This ridiculous exaggeration of a situation must stop, as well as this encouragement to wear #Masks that just create other illnesses that could be fatal. Stop the madness.
cc: @POTUS",fauci,FAVOR,1294339020416262150
"@cjane87 @oliverdarcy Dr. Fauci is the main advocator of the ""Gain of function"" virus research and most of the funding for Wuhan research institute of virology to catch the Bats worldwide came from NIH. He and his NIAID should be held for accountable.",fauci,FAVOR,1294387999283851266
@HelenHellow @cindyabbott2020 @FoxNews Exactly so stop blindly blaming fauci and wearing a mask. Don’t you know history? Same thing happened 100 years ago and morons still refused to wear masks. You just don’t learn. #covidiots #americaissodumb,fauci,FAVOR,1294388036843606016
@AlexBerenson @TuckerCarlson My response:,fauci,FAVOR,1294409382910816256
"@drdavidsamadi @ColoradoGirl2A See now, this pisses me off. Can we do away with the leprechaun? Please.",fauci,FAVOR,1294409517497757696
@AlexBerenson @TuckerCarlson Fraud has to comment on everything.,fauci,FAVOR,1294415895427768320
@Piper_Fogle @oates_doug @JaneToegel @sandraschulze @DarlaElaine0406 @MAGAMaggieMay @Toddjon12550781 The mere mention of his name makes my skin crawl.,fauci,FAVOR,1294422201643307008
@drdavidsamadi @Quiet182004684 Dr Fauci is compromised. He is not professional. He has an agenda. We need to move on from him and his inability to direct this country on pandemic response. He changes his mind on important issues like efficacy of mask wearing.,fauci,FAVOR,1294427399241658368
@aginnt How do you get sunlight when you're locked down in your house?!?!,fauci,FAVOR,1294428379182178304
@Hassel_Chris And yet they tell people to wear masks outside?,fauci,FAVOR,1294432791577362432
"@redpillergirl .
Thank you for posting and sharing
.
Patriots are standing with you
.
#plandemic",fauci,FAVOR,1294452572875628548
"Before you shame me in public for not wearing a mask, ask yourself can your mask protect you from my right hook? Good talk. #LiberalismIsAMentalDisorder",fauci,FAVOR,1294459516180992001
@alexnazaryan Nah they don’t HAHAHHAAH there’s protests for,fauci,FAVOR,1294476042300612608
@theblaze Of course he did. This guys entire career is based on vaccines.,fauci,FAVOR,1294485894053933063
@theblaze We already have real herd immunity and not from a vaccine. Fauci is a fraud and wants to get rich on his vaccine patent,fauci,FAVOR,1294489624488767488
"@RealDannyTracey @paulsperry_ Trump's people. They really believe this stuff. #COVID
#ConspiracyTheories #WearAMask",fauci,FAVOR,1294573309078769664
@RJbulldog @jenn_baker1 @JoleneJ04615202 @EvanAKilgore There is no way I will have this fast tracked vaccination. Many lives will be lost. I believe in vaccines but not when corners are cut. Uh uh- Hell no!!! #HydroxycholoroquineWorks,fauci,FAVOR,1294579894463193088
"@paulsperry_ ""HCQ for me, masks for thee!"" Dems slamming #HCQW0RKS, @DemGovs banning it, led to 2-tiered medical care 4 Covid: HCQ+Z 4 rich celebrities &amp; govt, lockdown &amp; masks 4 the masses. @POTUS @CNN @MSNBC @ABC @CBS @NBC @nypost @USAToday @VP @drdavidsamadi @drsimonegold",fauci,FAVOR,1294588338335293440
"Fauci says there is no reason people can't vote in person

USPS says they are concerned about ballots getting to their destination on time

Left: ""TRUMP IS TRYING TO STEAL THIS ELECTION!""
#getoutandvote
#NeverBiden 
#FreedomForAll",fauci,FAVOR,1294645665642041345
@JerryWa53084647 @theblaze It would have happened already if they hadn’t been preaching social distancing. They don’t want us to get better unless it’s through his Gates vaccine. I don’t trust any vaccine he’s behind.,fauci,FAVOR,1294647319388999684
"@KidKool4U @LikeFineWine63 @WayneDupreeShow Agree, but IMO he is the voice that the left his hinged on over and over in their demands for masks, etc...so this can now be thrown back at the Libs.",fauci,FAVOR,1294665774544621568
@reubing Didn’t Fauci also say we could meet someone online and have sex with them w/o worrying abt COVID? Then he got the Media and Democrats to spread WAR against Hydroxy Cloroquine b/c @realDonaldTrump had a good feeling it could work as Treatment for Virus? @reubing:two_hearts:,fauci,FAVOR,1294668843516821504
There will be No Herd immunity for Covid-19 because this virus is not from nature but it is a virus made in a laboratory and built as a bioweapon so this is why rising heat in summer doesnot affect and reduce its transmission,fauci,FAVOR,1294685249943805953
@hrkbenowen Fauci needs security because he has lied to us sense January and is instrumental in taking away our freedoms and tanking the economy,fauci,FAVOR,1294685879320150017
"@realDonaldTrump Hmmm, let's count the reasons why the press is up your ass...
#ElectionInterference 
#USPSsabotage 
#COVID19Pandemic 
#COVID19
#Russia 
#MichaelCohen
#MuellerReport
#EpsteinIsland 
#TrumpIsALaughingStock 
#PoliceBrutality 
#RacistInChief 
#LiarInChief 
#CovidiotInChief",fauci,FAVOR,1294699245291950081
@LionelMedia State control over the sheep.  #CoronaHoax #FalseFlag,fauci,FAVOR,1294738410284843010
Dr. Fauci now says thermometers are NOT reliable and should not be used to check individuals. This :clown_face: has been wrong and inconsistent more than the weather forecasters. Come on man! Fire this clown! #ByeFauci,fauci,FAVOR,1294744711891005440
@WhiteHouse @realDonaldTrump @POTUS we want to hear from Dr #Fauci who is expert &amp; knows what he is talking about. #TrumpFailedAmerica #TrumpMeltdown #TrumpVirus #COVID19,fauci,FAVOR,1294755812213248000
"Already evidence schools,  universities should not be reopened, many already testing positive. Sad but true. There’s remote learning. Now Fauci says taking temperatures doesn’t work, is that like “no need to wear masks.” Beginning to wonder if he’s working for Covid, Inc.",fauci,FAVOR,1294761126417309701
@DallasFlamesFan @CathyHolladay1 This is what I think also.,fauci,FAVOR,1294764733887905792
@RX_forLiberty Can’t wait for Dr. Fauci to answer these valid questions... great job to all that put this fantastic article together! :heart::flag_for_United_States::muscle: #Hydroxychloroquine #hydroxychloriquineworks #HCQW0RKS,fauci,FAVOR,1294792218884993024
"@donnajeanbell Fool me once, shame on you. Fool me twice, shame on me.",fauci,FAVOR,1294804139633831937
@SJPFISH sooo true she's a bad ass with style.....fauci looks like a weak string bean lol.,fauci,FAVOR,1294844440398503937
"@theblaze 7 months in and he's just now warning us about the risk to persons with obesity, hypertension,&amp;diabetes.Treatment protocols could have been tailored to their specific comorbidities to mitigate the impact of covid illness and health coaches could have been provided.",fauci,FAVOR,1294880185884565504
"You may ask, “Who benefits?” Therein lies the answer. And you won’t find it in the mainstream - that is merely the reiteration of the narrative. #COVID19 #BillGates",fauci,FAVOR,1294910527143964672
Fauci said schools should be prioritized to open &amp; “non essential“ businesses like restaurants &amp; bars should be closed in communities. Fauci has done so much damage to our country.,fauci,FAVOR,1295008420148510721
@NBCNews @BrianKempGA believe the #science #masksdontwork hand washing social distancing sanitizing staying home when sick. Better check with #osha before #mandating #masks there’s a whole lots of #guidelines not being followed. Masks are false sense of #security per #cdc #WHO,fauci,FAVOR,1295058811133276162
"Ok, I was in the grocery store yesterday - wearing my “face covering” like a good little citizen - when the peron next to me passed gas, and I could smell it!! I don’t think masks can stop a #COVID19 virus particle(s). @NYGovCuomo",fauci,FAVOR,1295072673777831936
"@realDonaldTrump Great however, WE DONT CARE ABOUT WHAT FAUCI HAS TO SAY!!!",fauci,FAVOR,1295078234460172291
"@kidgolferman @Birdle_2963 @realDonaldTrump 
Fire POS Fauci 
The SOB knows HCQ Works, but says it doesn't so him and his wife Christine Grady make more money on the crappy dangerous Vacinnes.",fauci,FAVOR,1295081507451699201
@realDonaldTrump @Lynn5357 Masks Don't work.  Please end the madness now.  You need to #flattenthefear.  100 percent back to normal unless you are elderly.  Football on with fans.  Military academies don't need to be locked down.  They need herd immunity.,fauci,FAVOR,1295085082659692544
"@realDonaldTrump We do not need Dr. fraudci to have a regular life already.  

He’s abusing you with corrupted information vetted by the globalists around you.  

Please",fauci,FAVOR,1295088132505968640
@donaldrusso994 Why is Anthony Fauci still working at the NIH and even allowed in the White House?,fauci,FAVOR,1295101597614309376
"Local chiropractors father died last night, 94 years old COPD, and other health issues. Listed his death has coronavirus. This is the bullshit lies we are all dealing with. Enough, and over it. #coronalies",fauci,FAVOR,1295111927170043910
"Coronavirus is a horrible way to die but in the older and compromised like Trump's brother, its also very quick.
#realDonaldTrump #coronavirus #Floridacoronavirus #Florida #TexasCOVID #Texas #California #realDonaldTrump #FauciHero",fauci,FAVOR,1295151542249508864
@realDonaldTrump Vote in person but,fauci,FAVOR,1295153376804708352
@Surgeon_General @CDCgov If you are already wearing a mask and I’m not that means I’m not protected but you are:joy: so don’t worry u won’t get sick u are wearing your mask and me u shouldn’t worry about God gave me a head and I know what’s best for me! Thanks #nomask,fauci,FAVOR,1295164177321869312
@realDonaldTrump It's way past time to fire and rebuke Fauci,fauci,FAVOR,1295166670273679360
@EWoodhouse7 Never. #FireFauci,fauci,FAVOR,1295170584398233600
"@IDPH Or, how about we don't wear a mask at all and you go fuck yourselves for infringing our freedoms.

August 31st is no mask day. We're returning to normal. This BS is over!

#openillinois #recallpritzker #Rebellion #backtonormal #FauciTheFraud",fauci,FAVOR,1295173672144076800
@dcexaminer @ACatholicKnight Time to fire this dictator wannabe.,fauci,FAVOR,1295186027926233090
Is Anthony Fauci speaking at the Democratic National Convention?,fauci,FAVOR,1295205202736197632
"Is this really what this guy is saying? ""You can either close the bars or close the schools"". Shame.",fauci,FAVOR,1295351368778166273
@realDonaldTrump You lost everyone by mentioning,fauci,FAVOR,1295352272759791616
"AMERICA :point_up: Psssst...Guess what?
:rotating_light:""Masks are a LIE!"":rotating_light:
TAKE IT OFF:heavy_exclamation_mark::heavy_exclamation_mark::heavy_exclamation_mark:
#AmericaWakeUp 
#AmericaFirst #awakening 
#KAG2020LandslideVictory 
#FauciTheFraud #GatesFoundation #Gates",fauci,FAVOR,1295356155418619904
@DrJudyAMikovits @TrustGodwe Fauci tried to destroy Dr. Mikovits for exposing the truth.,fauci,FAVOR,1295377223768256512
Trump would win the worldwide vote with,fauci,FAVOR,1295379732092137474
@UPMHPM @kelliekelly23 @POTUS Great job compiling and breaking down one of the largest thefts of all Time,fauci,FAVOR,1295419439626813440
"@KidukSong We’re the biggest F’n dupes on the plant if this S is true.
#covid19hoax #FauciTheFraud @FauciFan #Fauci",fauci,FAVOR,1295427661511229440
@drdavidsamadi Really?,fauci,FAVOR,1295436761984688128
"Stop calling this pandemic ""deadly"". It is not. The science says it isn't, statistic says it isn't. Democratic politicians and public health experts (not actual doctors) are fearmongering, bullying the people and calling for tougher measures from this non-virus.",fauci,FAVOR,1295452356822302720
@JoeBiden Just imagine where we’d be if we had a scientist that wasn’t wrong about everything,fauci,FAVOR,1295468589076684801
@NikolovScience Boom.,fauci,FAVOR,1295479705722912774
@markknoller Well if #HCQ was used in the beginning maybe a lot less deaths would have occurred without the no help masks.,fauci,FAVOR,1295480686334238721
@MZHemingway About flipping time!,fauci,FAVOR,1295494681179172866
@eileeniorio Fauci is a fraud and should be replaced..,fauci,FAVOR,1295494944702918657
